"Region","District","month","water_price"
"Sool","Laas Caanood",2016-05-01,30000
"Sool","Laas Caanood",2016-06-01,46250
"Sool","Laas Caanood",2016-07-01,60000
"Sool","Laas Caanood",2016-08-01,72500
"Sool","Laas Caanood",2016-09-01,77500
"Sool","Laas Caanood",2016-10-01,65000
"Sool","Laas Caanood",2016-11-01,90000
"Sool","Laas Caanood",2016-12-01,165000
"Sool","Laas Caanood",2017-01-01,180000
"Sool","Laas Caanood",2017-02-01,182500
"Sool","Laas Caanood",2017-03-01,185000
"Sool","Laas Caanood",2017-04-01,153750
"Sool","Laas Caanood",2017-05-01,40000
"Sool","Laas Caanood",2017-06-01,38750
"Sool","Laas Caanood",2017-07-01,42500
"Sool","Laas Caanood",2017-08-01,51250
"Sool","Laas Caanood",2017-09-01,47500
"Sool","Laas Caanood",2017-10-01,38750
"Sool","Laas Caanood",2017-11-01,33750
"Sool","Laas Caanood",2017-12-01,53750
"Sool","Laas Caanood",2018-01-01,62500
"Sool","Laas Caanood",2018-02-01,67500
"Sool","Laas Caanood",2018-03-01,71250
"Sool","Laas Caanood",2018-04-01,37500
"Sool","Laas Caanood",2018-05-01,30000
"Sool","Laas Caanood",2018-06-01,35000
"Sool","Laas Caanood",2018-07-01,51250
"Sool","Laas Caanood",2018-08-01,55000
"Sool","Laas Caanood",2018-09-01,62500
"Sool","Laas Caanood",2018-10-01,37500
"Sool","Laas Caanood",2018-11-01,56250
"Sool","Laas Caanood",2018-12-01,63750
"Sool","Laas Caanood",2019-01-01,72500
"Sool","Laas Caanood",2019-02-01,76000
"Sool","Laas Caanood",2019-03-01,90000
"Sool","Laas Caanood",2019-04-01,97500
"Sool","Laas Caanood",2019-05-01,47500
"Sool","Laas Caanood",2019-06-01,34000
"Sool","Laas Caanood",2019-07-01,52500
"Sool","Laas Caanood",2019-08-01,71250
"Sool","Laas Caanood",2019-09-01,69000
"Sool","Laas Caanood",2019-10-01,42500
"Sool","Laas Caanood",2019-11-01,34750
"Sool","Laas Caanood",2019-12-01,48000
"Sool","Laas Caanood",2020-01-01,62000
"Sool","Laas Caanood",2020-02-01,69000
"Sool","Laas Caanood",2020-03-01,72000
"Sool","Laas Caanood",2020-04-01,66250
"Sool","Laas Caanood",2020-05-01,46250
"Sool","Laas Caanood",2020-06-01,63600
"Sool","Laas Caanood",2020-07-01,74000
"Sool","Laas Caanood",2020-08-01,75000
"Sool","Laas Caanood",2020-09-01,100000
"Sool","Laas Caanood",2020-10-01,55000
"Sool","Laas Caanood",2020-11-01,80000
"Sool","Laas Caanood",2020-12-01,80000
"Sool","Laas Caanood",2021-01-01,90000
"Sool","Laas Caanood",2021-02-01,100000
"Sool","Laas Caanood",2021-03-01,108000
"Sool","Laas Caanood",2021-04-01,100000
"Sool","Laas Caanood",2021-05-01,42000
"Sool","Laas Caanood",2021-06-01,68750
"Sool","Laas Caanood",2021-07-01,80000
"Sool","Laas Caanood",2021-08-01,80000
"Sool","Laas Caanood",2021-09-01,80000
"Sool","Laas Caanood",2021-10-01,75000
"Sool","Laas Caanood",2021-11-01,80000
"Sool","Laas Caanood",2021-12-01,80000
"Sool","Laas Caanood",2022-01-01,85400
"Sool","Laas Caanood",2022-02-01,103750
"Sool","Laas Caanood",2022-03-01,108750
"Sool","Laas Caanood",2022-04-01,103333
"Sool","Laas Caanood",2022-05-01,84000
"Sool","Laas Caanood",2022-06-01,80000
"Sool","Laas Caanood",2022-07-01,100000
"Sool","Laas Caanood",2022-08-01,101000
"Sool","Laas Caanood",2022-09-01,95000
"Sool","Laas Caanood",2022-10-01,46000
"Sool","Laas Caanood",2022-11-01,NA
"Sool","Laas Caanood",2022-12-01,NA
"Sool","Caynabo",2011-01-01,NA
"Sool","Caynabo",2011-02-01,NA
"Sool","Caynabo",2011-03-01,NA
"Sool","Caynabo",2011-04-01,NA
"Sool","Caynabo",2011-05-01,NA
"Sool","Caynabo",2011-06-01,NA
"Sool","Caynabo",2011-07-01,NA
"Sool","Caynabo",2011-08-01,NA
"Sool","Caynabo",2011-09-01,NA
"Sool","Caynabo",2011-10-01,NA
"Sool","Caynabo",2011-11-01,NA
"Sool","Caynabo",2011-12-01,NA
"Sool","Caynabo",2012-01-01,NA
"Sool","Caynabo",2012-02-01,NA
"Sool","Caynabo",2012-03-01,NA
"Sool","Caynabo",2012-04-01,NA
"Sool","Caynabo",2012-05-01,NA
"Sool","Caynabo",2012-06-01,NA
"Sool","Caynabo",2012-07-01,NA
"Sool","Caynabo",2012-08-01,NA
"Sool","Caynabo",2012-09-01,NA
"Sool","Caynabo",2012-10-01,NA
"Sool","Caynabo",2012-11-01,NA
"Sool","Caynabo",2012-12-01,NA
"Sool","Caynabo",2013-01-01,NA
"Sool","Caynabo",2013-02-01,NA
"Sool","Caynabo",2013-03-01,NA
"Sool","Caynabo",2013-04-01,NA
"Sool","Caynabo",2013-05-01,NA
"Sool","Caynabo",2013-06-01,NA
"Sool","Caynabo",2013-07-01,NA
"Sool","Caynabo",2013-08-01,NA
"Sool","Caynabo",2013-09-01,NA
"Sool","Caynabo",2013-10-01,NA
"Sool","Caynabo",2013-11-01,NA
"Sool","Caynabo",2013-12-01,NA
"Sool","Caynabo",2014-01-01,NA
"Sool","Caynabo",2014-02-01,NA
"Sool","Caynabo",2014-03-01,NA
"Sool","Caynabo",2014-04-01,NA
"Sool","Caynabo",2014-05-01,NA
"Sool","Caynabo",2014-06-01,NA
"Sool","Caynabo",2014-07-01,NA
"Sool","Caynabo",2014-08-01,NA
"Sool","Caynabo",2014-09-01,NA
"Sool","Caynabo",2014-10-01,NA
"Sool","Caynabo",2014-11-01,NA
"Sool","Caynabo",2014-12-01,NA
"Sool","Caynabo",2015-01-01,NA
"Sool","Caynabo",2015-02-01,NA
"Sool","Caynabo",2015-03-01,NA
"Sool","Caynabo",2015-04-01,NA
"Sool","Caynabo",2015-05-01,NA
"Sool","Caynabo",2015-06-01,NA
"Sool","Caynabo",2015-07-01,NA
"Sool","Caynabo",2015-08-01,NA
"Sool","Caynabo",2015-09-01,NA
"Sool","Caynabo",2015-10-01,NA
"Sool","Caynabo",2015-11-01,NA
"Sool","Caynabo",2015-12-01,NA
"Sool","Caynabo",2016-01-01,NA
"Sool","Caynabo",2016-02-01,NA
"Sool","Caynabo",2016-03-01,NA
"Sool","Caynabo",2016-04-01,NA
"Sool","Caynabo",2016-05-01,NA
"Sool","Caynabo",2016-06-01,NA
"Sool","Caynabo",2016-07-01,NA
"Sool","Caynabo",2016-08-01,NA
"Sool","Caynabo",2016-09-01,NA
"Sool","Caynabo",2016-10-01,NA
"Sool","Caynabo",2016-11-01,NA
"Sool","Caynabo",2016-12-01,NA
"Sool","Caynabo",2017-01-01,NA
"Sool","Caynabo",2017-02-01,NA
"Sool","Caynabo",2017-03-01,NA
"Sool","Caynabo",2017-04-01,NA
"Sool","Caynabo",2017-05-01,NA
"Sool","Caynabo",2017-06-01,NA
"Sool","Caynabo",2017-07-01,NA
"Sool","Caynabo",2017-08-01,NA
"Sool","Caynabo",2017-09-01,NA
"Sool","Caynabo",2017-10-01,NA
"Sool","Caynabo",2017-11-01,NA
"Sool","Caynabo",2017-12-01,NA
"Sool","Caynabo",2018-01-01,NA
"Sool","Caynabo",2018-02-01,NA
"Sool","Caynabo",2018-03-01,NA
"Sool","Caynabo",2018-04-01,NA
"Sool","Caynabo",2018-05-01,NA
"Sool","Caynabo",2018-06-01,NA
"Sool","Caynabo",2018-07-01,NA
"Sool","Caynabo",2018-08-01,NA
"Sool","Caynabo",2018-09-01,NA
"Sool","Caynabo",2018-10-01,NA
"Sool","Caynabo",2018-11-01,NA
"Sool","Caynabo",2018-12-01,NA
"Sool","Caynabo",2019-01-01,NA
"Sool","Caynabo",2019-02-01,NA
"Sool","Caynabo",2019-03-01,NA
"Sool","Caynabo",2019-04-01,NA
"Sool","Caynabo",2019-05-01,NA
"Sool","Caynabo",2019-06-01,NA
"Sool","Caynabo",2019-07-01,NA
"Sool","Caynabo",2019-08-01,NA
"Sool","Caynabo",2019-09-01,NA
"Sool","Caynabo",2019-10-01,NA
"Sool","Caynabo",2019-11-01,NA
"Sool","Caynabo",2019-12-01,NA
"Sool","Caynabo",2020-01-01,NA
"Sool","Caynabo",2020-02-01,NA
"Sool","Caynabo",2020-03-01,NA
"Sool","Caynabo",2020-04-01,NA
"Sool","Caynabo",2020-05-01,NA
"Sool","Caynabo",2020-06-01,NA
"Sool","Caynabo",2020-07-01,NA
"Sool","Caynabo",2020-08-01,NA
"Sool","Caynabo",2020-09-01,NA
"Sool","Caynabo",2020-10-01,NA
"Sool","Caynabo",2020-11-01,NA
"Sool","Caynabo",2020-12-01,NA
"Sool","Caynabo",2021-01-01,NA
"Sool","Caynabo",2021-02-01,NA
"Sool","Caynabo",2021-03-01,NA
"Sool","Caynabo",2021-04-01,NA
"Sool","Caynabo",2021-05-01,NA
"Sool","Caynabo",2021-06-01,NA
"Sool","Caynabo",2021-07-01,NA
"Sool","Caynabo",2021-08-01,NA
"Sool","Caynabo",2021-09-01,NA
"Sool","Caynabo",2021-10-01,NA
"Sool","Caynabo",2021-11-01,NA
"Sool","Caynabo",2021-12-01,NA
"Sool","Caynabo",2022-01-01,NA
"Sool","Caynabo",2022-02-01,NA
"Sool","Caynabo",2022-03-01,NA
"Sool","Caynabo",2022-04-01,NA
"Sool","Caynabo",2022-05-01,NA
"Sool","Caynabo",2022-06-01,NA
"Sool","Caynabo",2022-07-01,NA
"Sool","Caynabo",2022-08-01,NA
"Sool","Caynabo",2022-09-01,NA
"Sool","Caynabo",2022-10-01,NA
"Sool","Caynabo",2022-11-01,NA
"Sool","Caynabo",2022-12-01,NA
"Sool","Taleex",2011-01-01,NA
"Sool","Taleex",2011-02-01,NA
"Sool","Taleex",2011-03-01,NA
"Sool","Taleex",2011-04-01,NA
"Sool","Taleex",2011-05-01,NA
"Sool","Taleex",2011-06-01,NA
"Sool","Taleex",2011-07-01,NA
"Sool","Taleex",2011-08-01,NA
"Sool","Taleex",2011-09-01,NA
"Sool","Taleex",2011-10-01,NA
"Sool","Taleex",2011-11-01,NA
"Sool","Taleex",2011-12-01,NA
"Sool","Taleex",2012-01-01,NA
"Sool","Taleex",2012-02-01,NA
"Sool","Taleex",2012-03-01,NA
"Sool","Taleex",2012-04-01,NA
"Sool","Taleex",2012-05-01,NA
"Sool","Taleex",2012-06-01,NA
"Sool","Taleex",2012-07-01,NA
"Sool","Taleex",2012-08-01,NA
"Sool","Taleex",2012-09-01,NA
"Sool","Taleex",2012-10-01,NA
"Sool","Taleex",2012-11-01,NA
"Sool","Taleex",2012-12-01,NA
"Sool","Taleex",2013-01-01,NA
"Sool","Taleex",2013-02-01,NA
"Sool","Taleex",2013-03-01,NA
"Sool","Taleex",2013-04-01,NA
"Sool","Taleex",2013-05-01,NA
"Sool","Taleex",2013-06-01,NA
"Sool","Taleex",2013-07-01,NA
"Sool","Taleex",2013-08-01,NA
"Sool","Taleex",2013-09-01,NA
"Sool","Taleex",2013-10-01,NA
"Sool","Taleex",2013-11-01,NA
"Sool","Taleex",2013-12-01,NA
"Sool","Taleex",2014-01-01,NA
"Sool","Taleex",2014-02-01,NA
"Sool","Taleex",2014-03-01,NA
"Sool","Taleex",2014-04-01,NA
"Sool","Taleex",2014-05-01,NA
"Sool","Taleex",2014-06-01,NA
"Sool","Taleex",2014-07-01,NA
"Sool","Taleex",2014-08-01,NA
"Sool","Taleex",2014-09-01,NA
"Sool","Taleex",2014-10-01,NA
"Sool","Taleex",2014-11-01,NA
"Sool","Taleex",2014-12-01,NA
"Sool","Taleex",2015-01-01,NA
"Sool","Taleex",2015-02-01,NA
"Sool","Taleex",2015-03-01,NA
"Sool","Taleex",2015-04-01,NA
"Sool","Taleex",2015-05-01,NA
"Sool","Taleex",2015-06-01,NA
"Sool","Taleex",2015-07-01,NA
"Sool","Taleex",2015-08-01,NA
"Sool","Taleex",2015-09-01,NA
"Sool","Taleex",2015-10-01,NA
"Sool","Taleex",2015-11-01,NA
"Sool","Taleex",2015-12-01,NA
"Sool","Taleex",2016-01-01,NA
"Sool","Taleex",2016-02-01,NA
"Sool","Taleex",2016-03-01,NA
"Sool","Taleex",2016-04-01,NA
"Sool","Taleex",2016-05-01,NA
"Sool","Taleex",2016-06-01,NA
"Sool","Taleex",2016-07-01,NA
"Sool","Taleex",2016-08-01,NA
"Sool","Taleex",2016-09-01,NA
"Sool","Taleex",2016-10-01,NA
"Sool","Taleex",2016-11-01,NA
"Sool","Taleex",2016-12-01,NA
"Sool","Taleex",2017-01-01,NA
"Sool","Taleex",2017-02-01,NA
"Sool","Taleex",2017-03-01,NA
"Sool","Taleex",2017-04-01,NA
"Sool","Taleex",2017-05-01,NA
"Sool","Taleex",2017-06-01,NA
"Sool","Taleex",2017-07-01,NA
"Sool","Taleex",2017-08-01,NA
"Sool","Taleex",2017-09-01,NA
"Sool","Taleex",2017-10-01,NA
"Sool","Taleex",2017-11-01,NA
"Sool","Taleex",2017-12-01,NA
"Sool","Taleex",2018-01-01,NA
"Sool","Taleex",2018-02-01,NA
"Sool","Taleex",2018-03-01,NA
"Sool","Taleex",2018-04-01,NA
"Sool","Taleex",2018-05-01,NA
"Sool","Taleex",2018-06-01,NA
"Sool","Taleex",2018-07-01,NA
"Sool","Taleex",2018-08-01,NA
"Sool","Taleex",2018-09-01,NA
"Sool","Taleex",2018-10-01,NA
"Sool","Taleex",2018-11-01,NA
"Sool","Taleex",2018-12-01,NA
"Sool","Taleex",2019-01-01,NA
"Sool","Taleex",2019-02-01,NA
"Sool","Taleex",2019-03-01,NA
"Sool","Taleex",2019-04-01,NA
"Sool","Taleex",2019-05-01,NA
"Sool","Taleex",2019-06-01,NA
"Sool","Taleex",2019-07-01,NA
"Sool","Taleex",2019-08-01,NA
"Sool","Taleex",2019-09-01,NA
"Sool","Taleex",2019-10-01,NA
"Sool","Taleex",2019-11-01,NA
"Sool","Taleex",2019-12-01,NA
"Sool","Taleex",2020-01-01,NA
"Sool","Taleex",2020-02-01,NA
"Sool","Taleex",2020-03-01,NA
"Sool","Taleex",2020-04-01,NA
"Sool","Taleex",2020-05-01,NA
"Sool","Taleex",2020-06-01,NA
"Sool","Taleex",2020-07-01,NA
"Sool","Taleex",2020-08-01,NA
"Sool","Taleex",2020-09-01,NA
"Sool","Taleex",2020-10-01,NA
"Sool","Taleex",2020-11-01,NA
"Sool","Taleex",2020-12-01,NA
"Sool","Taleex",2021-01-01,NA
"Sool","Taleex",2021-02-01,NA
"Sool","Taleex",2021-03-01,NA
"Sool","Taleex",2021-04-01,NA
"Sool","Taleex",2021-05-01,NA
"Sool","Taleex",2021-06-01,NA
"Sool","Taleex",2021-07-01,NA
"Sool","Taleex",2021-08-01,NA
"Sool","Taleex",2021-09-01,NA
"Sool","Taleex",2021-10-01,NA
"Sool","Taleex",2021-11-01,NA
"Sool","Taleex",2021-12-01,NA
"Sool","Taleex",2022-01-01,NA
"Sool","Taleex",2022-02-01,NA
"Sool","Taleex",2022-03-01,NA
"Sool","Taleex",2022-04-01,NA
"Sool","Taleex",2022-05-01,NA
"Sool","Taleex",2022-06-01,NA
"Sool","Taleex",2022-07-01,NA
"Sool","Taleex",2022-08-01,NA
"Sool","Taleex",2022-09-01,NA
"Sool","Taleex",2022-10-01,NA
"Sool","Taleex",2022-11-01,NA
"Sool","Taleex",2022-12-01,NA
"Sool","Xudun",2011-01-01,110000
"Sool","Xudun",2011-02-01,85000
"Sool","Xudun",2011-03-01,110000
"Sool","Xudun",2011-04-01,125000
"Sool","Xudun",2011-05-01,42500
"Sool","Xudun",2011-06-01,50000
"Sool","Xudun",2011-07-01,60000
"Sool","Xudun",2011-08-01,60000
"Sool","Xudun",2011-09-01,80000
"Sool","Xudun",2011-10-01,56000
"Sool","Xudun",2011-11-01,70000
"Sool","Xudun",2011-12-01,80000
"Sool","Xudun",2012-01-01,100000
"Sool","Xudun",2012-02-01,100000
"Sool","Xudun",2012-03-01,85000
"Sool","Xudun",2012-04-01,100000
"Sool","Xudun",2012-05-01,42500
"Sool","Xudun",2012-06-01,55000
"Sool","Xudun",2012-07-01,85000
"Sool","Xudun",2012-08-01,90000
"Sool","Xudun",2012-09-01,75000
"Sool","Xudun",2012-10-01,60000
"Sool","Xudun",2012-11-01,70000
"Sool","Xudun",2012-12-01,77500
"Sool","Xudun",2013-01-01,70000
"Sool","Xudun",2013-02-01,110000
"Sool","Xudun",2013-03-01,107500
"Sool","Xudun",2013-04-01,30000
"Sool","Xudun",2013-05-01,40000
"Sool","Xudun",2013-06-01,55000
"Sool","Xudun",2013-07-01,40000
"Sool","Xudun",2013-08-01,75000
"Sool","Xudun",2013-09-01,75000
"Sool","Xudun",2013-10-01,47500
"Sool","Xudun",2013-11-01,50000
"Sool","Xudun",2013-12-01,60000
"Sool","Xudun",2014-01-01,70000
"Sool","Xudun",2014-02-01,72500
"Sool","Xudun",2014-03-01,100000
"Sool","Xudun",2014-04-01,127500
"Sool","Xudun",2014-05-01,37500
"Sool","Xudun",2014-06-01,37500
"Sool","Xudun",2014-07-01,61250
"Sool","Xudun",2014-08-01,75000
"Sool","Xudun",2014-09-01,80000
"Sool","Xudun",2014-10-01,30000
"Sool","Xudun",2014-11-01,40000
"Sool","Xudun",2014-12-01,45000
"Sool","Xudun",2015-01-01,45000
"Sool","Xudun",2015-02-01,67500
"Sool","Xudun",2015-03-01,97500
"Sool","Xudun",2015-04-01,100000
"Sool","Xudun",2015-05-01,35000
"Sool","Xudun",2015-06-01,36000
"Sool","Xudun",2015-07-01,46250
"Sool","Xudun",2015-08-01,61250
"Sool","Xudun",2015-09-01,75000
"Sool","Xudun",2015-10-01,70000
"Sool","Xudun",2015-11-01,90000
"Sool","Xudun",2015-12-01,100000
"Sool","Xudun",2016-01-01,100000
"Sool","Xudun",2016-02-01,90000
"Sool","Xudun",2016-03-01,100000
"Sool","Xudun",2016-04-01,115000
"Sool","Xudun",2016-05-01,80000
"Sool","Xudun",2016-06-01,40000
"Sool","Xudun",2016-07-01,55000
"Sool","Xudun",2016-08-01,66250
"Sool","Xudun",2016-09-01,NA
"Sool","Xudun",2016-10-01,NA
"Sool","Xudun",2016-11-01,NA
"Sool","Xudun",2016-12-01,185000
"Sool","Xudun",2017-01-01,185000
"Sool","Xudun",2017-02-01,225000
"Sool","Xudun",2017-03-01,NA
"Sool","Xudun",2017-04-01,NA
"Sool","Xudun",2017-05-01,NA
"Sool","Xudun",2017-06-01,NA
"Sool","Xudun",2017-07-01,NA
"Sool","Xudun",2017-08-01,NA
"Sool","Xudun",2017-09-01,NA
"Sool","Xudun",2017-10-01,NA
"Sool","Xudun",2017-11-01,NA
"Sool","Xudun",2017-12-01,NA
"Sool","Xudun",2018-01-01,NA
"Sool","Xudun",2018-02-01,NA
"Sool","Xudun",2018-03-01,NA
"Sool","Xudun",2018-04-01,NA
"Sool","Xudun",2018-05-01,NA
"Sool","Xudun",2018-06-01,NA
"Sool","Xudun",2018-07-01,NA
"Sool","Xudun",2018-08-01,NA
"Sool","Xudun",2018-09-01,NA
"Sool","Xudun",2018-10-01,NA
"Sool","Xudun",2018-11-01,NA
"Sool","Xudun",2018-12-01,NA
"Sool","Xudun",2019-01-01,NA
"Sool","Xudun",2019-02-01,NA
"Sool","Xudun",2019-03-01,NA
"Sool","Xudun",2019-04-01,NA
"Sool","Xudun",2019-05-01,NA
"Sool","Xudun",2019-06-01,NA
"Sool","Xudun",2019-07-01,NA
"Sool","Xudun",2019-08-01,NA
"Sool","Xudun",2019-09-01,NA
"Sool","Xudun",2019-10-01,NA
"Sool","Xudun",2019-11-01,NA
"Sool","Xudun",2019-12-01,NA
"Sool","Xudun",2020-01-01,NA
"Sool","Xudun",2020-02-01,NA
"Sool","Xudun",2020-03-01,NA
"Sool","Xudun",2020-04-01,NA
"Sool","Xudun",2020-05-01,NA
"Sool","Xudun",2020-06-01,NA
"Sool","Xudun",2020-07-01,NA
"Sool","Xudun",2020-08-01,NA
"Sool","Xudun",2020-09-01,NA
"Sool","Xudun",2020-10-01,NA
"Sool","Xudun",2020-11-01,NA
"Sool","Xudun",2020-12-01,NA
"Sool","Xudun",2021-01-01,NA
"Sool","Xudun",2021-02-01,NA
"Sool","Xudun",2021-03-01,NA
"Sool","Xudun",2021-04-01,NA
"Sool","Xudun",2021-05-01,NA
"Sool","Xudun",2021-06-01,NA
"Sool","Xudun",2021-07-01,NA
"Sool","Xudun",2021-08-01,NA
"Sool","Xudun",2021-09-01,NA
"Sool","Xudun",2021-10-01,NA
"Sool","Xudun",2021-11-01,NA
"Sool","Xudun",2021-12-01,NA
"Sool","Xudun",2022-01-01,NA
"Sool","Xudun",2022-02-01,NA
"Sool","Xudun",2022-03-01,NA
"Sool","Xudun",2022-04-01,NA
"Sool","Xudun",2022-05-01,NA
"Sool","Xudun",2022-06-01,NA
"Sool","Xudun",2022-07-01,NA
"Sool","Xudun",2022-08-01,NA
"Sool","Xudun",2022-09-01,NA
"Sool","Xudun",2022-10-01,NA
"Sool","Xudun",2022-11-01,NA
"Sool","Xudun",2022-12-01,NA
"Sanaag","Ceerigaabo",2011-01-01,43750
"Sanaag","Ceerigaabo",2011-02-01,80000
"Sanaag","Ceerigaabo",2011-03-01,80000
"Sanaag","Ceerigaabo",2011-04-01,80000
"Sanaag","Ceerigaabo",2011-05-01,40000
"Sanaag","Ceerigaabo",2011-06-01,35000
"Sanaag","Ceerigaabo",2011-07-01,40000
"Sanaag","Ceerigaabo",2011-08-01,40000
"Sanaag","Ceerigaabo",2011-09-01,40000
"Sanaag","Ceerigaabo",2011-10-01,40000
"Sanaag","Ceerigaabo",2011-11-01,40000
"Sanaag","Ceerigaabo",2011-12-01,40000
"Sanaag","Ceerigaabo",2012-01-01,40000
"Sanaag","Ceerigaabo",2012-02-01,40000
"Sanaag","Ceerigaabo",2012-03-01,40000
"Sanaag","Ceerigaabo",2012-04-01,40000
"Sanaag","Ceerigaabo",2012-05-01,40000
"Sanaag","Ceerigaabo",2012-06-01,40000
"Sanaag","Ceerigaabo",2012-07-01,40000
"Sanaag","Ceerigaabo",2012-08-01,32500
"Sanaag","Ceerigaabo",2012-09-01,35000
"Sanaag","Ceerigaabo",2012-10-01,35000
"Sanaag","Ceerigaabo",2012-11-01,35000
"Sanaag","Ceerigaabo",2012-12-01,38000
"Sanaag","Ceerigaabo",2013-01-01,40000
"Sanaag","Ceerigaabo",2013-02-01,40000
"Sanaag","Ceerigaabo",2013-03-01,40000
"Sanaag","Ceerigaabo",2013-04-01,40000
"Sanaag","Ceerigaabo",2013-05-01,40000
"Sanaag","Ceerigaabo",2013-06-01,40000
"Sanaag","Ceerigaabo",2013-07-01,40000
"Sanaag","Ceerigaabo",2013-08-01,40000
"Sanaag","Ceerigaabo",2013-09-01,42000
"Sanaag","Ceerigaabo",2013-10-01,41250
"Sanaag","Ceerigaabo",2013-11-01,42500
"Sanaag","Ceerigaabo",2013-12-01,40000
"Sanaag","Ceerigaabo",2014-01-01,40000
"Sanaag","Ceerigaabo",2014-02-01,40000
"Sanaag","Ceerigaabo",2014-03-01,40000
"Sanaag","Ceerigaabo",2014-04-01,40000
"Sanaag","Ceerigaabo",2014-05-01,40000
"Sanaag","Ceerigaabo",2014-06-01,40000
"Sanaag","Ceerigaabo",2014-07-01,40000
"Sanaag","Ceerigaabo",2014-08-01,40000
"Sanaag","Ceerigaabo",2014-09-01,40000
"Sanaag","Ceerigaabo",2014-10-01,40000
"Sanaag","Ceerigaabo",2014-11-01,40000
"Sanaag","Ceerigaabo",2014-12-01,40000
"Sanaag","Ceerigaabo",2015-01-01,40000
"Sanaag","Ceerigaabo",2015-02-01,40000
"Sanaag","Ceerigaabo",2015-03-01,40000
"Sanaag","Ceerigaabo",2015-04-01,40000
"Sanaag","Ceerigaabo",2015-05-01,40000
"Sanaag","Ceerigaabo",2015-06-01,40000
"Sanaag","Ceerigaabo",2015-07-01,40000
"Sanaag","Ceerigaabo",2015-08-01,40000
"Sanaag","Ceerigaabo",2015-09-01,40000
"Sanaag","Ceerigaabo",2015-10-01,40000
"Sanaag","Ceerigaabo",2015-11-01,40000
"Sanaag","Ceerigaabo",2015-12-01,40000
"Sanaag","Ceerigaabo",2016-01-01,40000
"Sanaag","Ceerigaabo",2016-02-01,40000
"Sanaag","Ceerigaabo",2016-03-01,40000
"Sanaag","Ceerigaabo",2016-04-01,40000
"Sanaag","Ceerigaabo",2016-05-01,36250
"Sanaag","Ceerigaabo",2016-06-01,35000
"Sanaag","Ceerigaabo",2016-07-01,40000
"Sanaag","Ceerigaabo",2016-08-01,40000
"Sanaag","Ceerigaabo",2016-09-01,40000
"Sanaag","Ceerigaabo",2016-10-01,43000
"Sanaag","Ceerigaabo",2016-11-01,43750
"Sanaag","Ceerigaabo",2016-12-01,40000
"Sanaag","Ceerigaabo",2017-01-01,44000
"Sanaag","Ceerigaabo",2017-02-01,43750
"Sanaag","Ceerigaabo",2017-03-01,46250
"Sanaag","Ceerigaabo",2017-04-01,45000
"Sanaag","Ceerigaabo",2017-05-01,45000
"Sanaag","Ceerigaabo",2017-06-01,45000
"Sanaag","Ceerigaabo",2017-07-01,42500
"Sanaag","Ceerigaabo",2017-08-01,42500
"Sanaag","Ceerigaabo",2017-09-01,42500
"Sanaag","Ceerigaabo",2017-10-01,45000
"Sanaag","Ceerigaabo",2017-11-01,45000
"Sanaag","Ceerigaabo",2017-12-01,45000
"Sanaag","Ceerigaabo",2018-01-01,45000
"Sanaag","Ceerigaabo",2018-02-01,45000
"Sanaag","Ceerigaabo",2018-03-01,45000
"Sanaag","Ceerigaabo",2018-04-01,45000
"Sanaag","Ceerigaabo",2018-05-01,45000
"Sanaag","Ceerigaabo",2018-06-01,45000
"Sanaag","Ceerigaabo",2018-07-01,45000
"Sanaag","Ceerigaabo",2018-08-01,45000
"Sanaag","Ceerigaabo",2018-09-01,45000
"Sanaag","Ceerigaabo",2018-10-01,45000
"Sanaag","Ceerigaabo",2018-11-01,45000
"Sanaag","Ceerigaabo",2018-12-01,45000
"Sanaag","Ceerigaabo",2019-01-01,45000
"Sanaag","Ceerigaabo",2019-02-01,45000
"Sanaag","Ceerigaabo",2019-03-01,46000
"Sanaag","Ceerigaabo",2019-04-01,46000
"Sanaag","Ceerigaabo",2019-05-01,45000
"Sanaag","Ceerigaabo",2019-06-01,45000
"Sanaag","Ceerigaabo",2019-07-01,45000
"Sanaag","Ceerigaabo",2019-08-01,45000
"Sanaag","Ceerigaabo",2019-09-01,45000
"Sanaag","Ceerigaabo",2019-10-01,45000
"Sanaag","Ceerigaabo",2019-11-01,45000
"Sanaag","Ceerigaabo",2019-12-01,45000
"Sanaag","Ceerigaabo",2020-01-01,45000
"Sanaag","Ceerigaabo",2020-02-01,45000
"Sanaag","Ceerigaabo",2020-03-01,45000
"Sanaag","Ceerigaabo",2020-04-01,45000
"Sanaag","Ceerigaabo",2020-05-01,45000
"Sanaag","Ceerigaabo",2020-06-01,45000
"Sanaag","Ceerigaabo",2020-07-01,45000
"Sanaag","Ceerigaabo",2020-08-01,45000
"Sanaag","Ceerigaabo",2020-09-01,45000
"Sanaag","Ceerigaabo",2020-10-01,45000
"Sanaag","Ceerigaabo",2020-11-01,45000
"Sanaag","Ceerigaabo",2020-12-01,49000
"Sanaag","Ceerigaabo",2021-01-01,49500
"Sanaag","Ceerigaabo",2021-02-01,50000
"Sanaag","Ceerigaabo",2021-03-01,50000
"Sanaag","Ceerigaabo",2021-04-01,50000
"Sanaag","Ceerigaabo",2021-05-01,50000
"Sanaag","Ceerigaabo",2021-06-01,50000
"Sanaag","Ceerigaabo",2021-07-01,50000
"Sanaag","Ceerigaabo",2021-08-01,50000
"Sanaag","Ceerigaabo",2021-09-01,50000
